11:57 AM,Port,ticker,shares,price
2/2/2026,US_live_port,QNST,6763,13.34
2/2/2026,US_live_port,SYK,-1857,368.14
2/2/2026,US_live_port,THFF,-2085,65.89
2/2/2026,US_live_port,ELF,-1068,86.15
2/2/2026,US_live_port,DEI,-2292,10.34
2/2/2026,US_live_port,SGRY,7212,14.8
2/2/2026,US_live_port,CSGP,3551,61.18
2/2/2026,US_live_port,TR,14380,37.534
2/2/2026,US_live_port,HLIT,-2424,9.97
2/2/2026,US_live_port,REG,2803,71.98
2/2/2026,US_live_port,BKE,1809,48.15
2/2/2026,US_live_port,PSMT,-2134,143.46
2/2/2026,US_live_port,ADI,633,316.86
2/2/2026,US_live_port,AN,585,205.27
2/2/2026,US_live_port,WHD,-25,56.73
2/2/2026,US_live_port,OGS,26,79.92
2/2/2026,US_live_port,TEN,30,27.05
2/2/2026,US_live_port,INSP,-80,73.45
2/2/2026,US_live_port,GE,1905,308.71
2/2/2026,US_live_port,CPRT,6723,39.68
2/2/2026,US_live_port,MDU,-5778,20.37
2/2/2026,US_live_port,COO,3012,80.65
2/2/2026,US_live_port,ALX,-291,246.26
2/2/2026,US_live_port,MYRG,296,257.41
2/2/2026,US_live_port,HELE,-4184,17.84
2/2/2026,US_live_port,PRK,-245,166.27
2/2/2026,US_live_port,CRC,-1005,52.86
2/2/2026,US_live_port,NEM,1877,112.85
2/2/2026,US_live_port,LBTYK,823,11.01
2/2/2026,US_live_port,RUN,2461,18.19
2/2/2026,US_live_port,CWT,2070,44.51
2/2/2026,US_live_port,SFIX,8344,4.87
2/2/2026,US_live_port,NTLA,12207,13.06
2/2/2026,US_live_port,GTN,-33257,4.54
2/2/2026,US_live_port,VRDN,-2864,33.2
2/2/2026,US_live_port,RBLX,-3634,67.48
2/2/2026,US_live_port,APD,-437,270.99
2/2/2026,US_live_port,IDCC,-197,329.38
2/2/2026,US_live_port,WEX,-326,153.13
2/2/2026,US_live_port,IBCP,-934,36.34
2/2/2026,US_live_port,CWH,5805,13.16
2/2/2026,US_live_port,XP,-5607,19.81
2/2/2026,US_live_port,PKG,919,223.72
2/2/2026,US_live_port,BA,621,233.02
2/2/2026,US_live_port,CPNG,12977,20.04
2/2/2026,US_live_port,AFG,3786,130.14
2/2/2026,US_live_port,BLK,-41,1119.66
2/2/2026,US_live_port,OSK,-609,149.48
2/2/2026,US_live_port,ROCK,-3533,51.96
2/2/2026,US_live_port,SXT,-28,94.98
2/2/2026,US_live_port,CDNA,695,20.42
2/2/2026,US_live_port,WRLD,823,123.2
2/2/2026,US_live_port,TOL,2484,145.48
2/2/2026,US_live_port,NEOG,-2829,10.25
2/2/2026,US_live_port,NCNO,11643,20.92
2/2/2026,US_live_port,BALL,-6218,56.69
2/2/2026,US_live_port,COLD,-3304,12.56
2/2/2026,US_live_port,MCY,676,88.59
2/2/2026,US_live_port,OFG,-2082,40.73
2/2/2026,US_live_port,CALX,-2264,47.32
2/2/2026,US_live_port,SHAK,-13,92.72
2/2/2026,US_live_port,AFL,11,111.95
2/2/2026,US_live_port,ZD,-2637,37.81
2/2/2026,US_live_port,NTGR,69,20.87
2/2/2026,US_live_port,CE,-45,45.87
2/2/2026,US_live_port,INTC,-2137,48.81
2/2/2026,US_live_port,PRGS,111,40.99
2/2/2026,US_live_port,HST,-3172,18.67
2/2/2026,US_live_port,MGPI,2324,25.1
2/2/2026,US_live_port,MUR,-5149,29.61
2/2/2026,US_live_port,AD,898,48.47
2/2/2026,US_live_port,RYAN,-3845,47.5
2/2/2026,US_live_port,TSCO,-2860,52.98
2/2/2026,US_live_port,LAZ,5350,53.8
2/2/2026,US_live_port,ARES,-1696,146.47
2/2/2026,US_live_port,HWM,-1220,207.21
2/2/2026,US_live_port,SCHL,24,34.84
2/2/2026,US_live_port,RYN,-1752,22.57
2/2/2026,US_live_port,FUL,-2199,60.98
2/2/2026,US_live_port,UMBF,-122,128.05
2/2/2026,US_live_port,AMG,421,316.32
2/2/2026,US_live_port,ARI,-40578,10.78
2/2/2026,US_live_port,EXR,478,135.2
2/2/2026,US_live_port,RYTM,35,108.99
2/2/2026,US_live_port,TTD,2008,29.75
2/2/2026,US_live_port,NTCT,-9996,28.61
2/2/2026,US_live_port,CNOB,-6105,27.31
2/2/2026,US_live_port,WM,841,223.16
2/2/2026,US_live_port,T,4107,26.3
2/2/2026,US_live_port,BRX,1730,26.51
2/2/2026,US_live_port,SONO,-5475,14.84
2/2/2026,US_live_port,LHX,-1244,340.24
2/2/2026,US_live_port,PM,3607,179.94
2/2/2026,US_live_port,CEVA,-23,21.08
2/2/2026,US_live_port,MLR,-806,41.95
2/2/2026,US_live_port,EQT,8270,54.75
2/2/2026,US_live_port,ARR,26083,17.06
2/2/2026,US_live_port,CRAI,12,189.855
2/2/2026,US_live_port,HLT,-2476,302.93
2/2/2026,US_live_port,NWN,20,47.35
2/2/2026,US_live_port,CNP,-14073,39.38
2/2/2026,US_live_port,MZTI,-104,173.91
2/2/2026,US_live_port,FAF,3533,63.95
2/2/2026,US_live_port,IDYA,-1116,34.06
2/2/2026,US_live_port,SLVM,1325,48.51
2/2/2026,US_live_port,CDZI,6629,5.37
2/2/2026,US_live_port,CAKE,-83,58.6
2/2/2026,US_live_port,VAL,8026,57.93
2/2/2026,US_live_port,CARG,470,32.38
2/2/2026,US_live_port,UNFI,156,38.34
2/2/2026,US_live_port,FLS,7426,79.2
2/2/2026,US_live_port,OI,3845,15.6
2/2/2026,US_live_port,SMPL,1942,18.13
2/2/2026,US_live_port,QDEL,-7929,27.65
2/2/2026,US_live_port,CTS,-233,53.12
2/2/2026,US_live_port,AES,-3346,14.73
2/2/2026,US_live_port,GO,6384,9.29
2/2/2026,US_live_port,ESAB,-1559,114.62
2/2/2026,US_live_port,RYAM,6825,7.9
2/2/2026,US_live_port,UFPT,-207,255.87
2/2/2026,US_live_port,ABT,5273,109.41
2/2/2026,US_live_port,KEX,-1482,119.42
2/2/2026,US_live_port,SWK,4518,79.15
2/2/2026,US_live_port,NBR,74,66.13
2/2/2026,US_live_port,GHM,904,73.28
2/2/2026,US_live_port,IMVT,-16,26.08
2/2/2026,US_live_port,NTNX,-4707,40.1
2/2/2026,US_live_port,PBF,-3154,32.47
2/2/2026,US_live_port,HRB,9651,38.72
2/2/2026,US_live_port,XMTR,1361,58.91
2/2/2026,US_live_port,VTOL,216,44.25
2/2/2026,US_live_port,BAC,11156,54.03
2/2/2026,US_live_port,TDY,-582,613.23
2/2/2026,US_live_port,TFIN,-2520,64.02
2/2/2026,US_live_port,NTAP,-4520,97.46
2/2/2026,US_live_port,KIM,186,20.83
2/2/2026,US_live_port,EXPO,-412,73.66
2/2/2026,US_live_port,XYL,693,139.88
2/2/2026,US_live_port,SBSI,-4661,33.1
2/2/2026,US_live_port,WST,654,237.5
2/2/2026,US_live_port,MASI,-585,138.42
2/2/2026,US_live_port,MLI,-556,69.59
2/2/2026,US_live_port,LNG,-1060,207.76
2/2/2026,US_live_port,BEN,-5461,27.07
2/2/2026,US_live_port,AEE,4028,102.4
2/2/2026,US_live_port,ALL,1278,200.76
2/2/2026,US_live_port,ADTN,19352,9.37
2/2/2026,US_live_port,CRH,4013,124.6
2/2/2026,US_live_port,PGC,787,33.01
2/2/2026,US_live_port,WAB,-1067,233.69
2/2/2026,US_live_port,NVCR,-257,12.19
2/2/2026,US_live_port,BFAM,902,92.18
2/2/2026,US_live_port,UPST,-313,39.69
2/2/2026,US_live_port,MD,-4368,21.44
2/2/2026,US_live_port,CCL,370,32.45
2/2/2026,US_live_port,RIOT,-10692,15.32
2/2/2026,US_live_port,WNC,-6561,10.9
2/2/2026,US_live_port,TDG,-412,1435.52
2/2/2026,US_live_port,GFS,-2754,42.18
2/2/2026,US_live_port,PSKY,-15610,11.18
2/2/2026,US_live_port,HRTG,1220,26.56
2/2/2026,US_live_port,LII,-28,495.29
2/2/2026,US_live_port,NVDA,1151,185.61
2/2/2026,US_live_port,TOWN,-2947,35.66
2/2/2026,US_live_port,ANF,18,101.45
2/2/2026,US_live_port,DFH,-894,17.95
2/2/2026,US_live_port,TKO,-2296,200.52
2/2/2026,US_live_port,NSSC,3796,41.02
2/2/2026,US_live_port,NU,6185,18.11
2/2/2026,US_live_port,TECX,-595,22.52
2/2/2026,US_live_port,ATO,1726,166.52
2/2/2026,US_live_port,CUBE,-7112,37.05
2/2/2026,US_live_port,GKOS,-2828,117.47
2/2/2026,US_live_port,SKWD,3987,44.82
2/2/2026,US_live_port,UPWK,5177,19.95
2/2/2026,US_live_port,LAD,1202,327.66
2/2/2026,US_live_port,SAFE,5448,14.16
2/2/2026,US_live_port,BNL,-24074,18.3
2/2/2026,US_live_port,SFBS,-102,84.33
2/2/2026,US_live_port,BCSF,-16075,12.89
2/2/2026,US_live_port,MCRI,266,91.92
2/2/2026,US_live_port,NFG,-1392,83.03
2/2/2026,US_live_port,CXW,6903,18.51
2/2/2026,US_live_port,THC,32,188.03
2/2/2026,US_live_port,BCC,2378,81.75
2/2/2026,US_live_port,LTH,844,30.32
2/2/2026,US_live_port,FTV,1364,53.7
2/2/2026,US_live_port,FLO,-104,11.25
2/2/2026,US_live_port,PLSE,-57,13.71
2/2/2026,US_live_port,LKFN,-19,60.76
2/2/2026,US_live_port,UHAL,5828,57.21
2/2/2026,US_live_port,BOH,5561,75.44
2/2/2026,US_live_port,JBHT,1478,211.71
2/2/2026,US_live_port,TNC,-26,78.19
2/2/2026,US_live_port,IIIN,-1571,34.43
2/2/2026,US_live_port,NDAQ,-113,96.81
2/2/2026,US_live_port,MGNI,-1338,14.06
2/2/2026,US_live_port,IRT,7660,16.42
2/2/2026,US_live_port,DGX,-2431,185
2/2/2026,US_live_port,PTC,339,156.92
2/2/2026,US_live_port,PCT,-10435,9.39
2/2/2026,US_live_port,EPAC,2906,41.38
2/2/2026,US_live_port,MTX,345,67.3
2/2/2026,US_live_port,USB,11264,57.36
2/2/2026,US_live_port,DCOM,-148,35.36
2/2/2026,US_live_port,AMAT,905,328.4
2/2/2026,US_live_port,UCB,8124,34.99
2/2/2026,US_live_port,UFPI,673,104.9
2/2/2026,US_live_port,CASS,-12,46.39
2/2/2026,US_live_port,CROX,-2909,86.88
2/2/2026,US_live_port,AMPH,-12,27.92
2/2/2026,US_live_port,CFFN,407,7.54
2/2/2026,US_live_port,SITC,-32187,6.15
2/2/2026,US_live_port,EME,-164,731.67
2/2/2026,US_live_port,RGLD,-1244,259.46
2/2/2026,US_live_port,MELI,187,2147.22
2/2/2026,US_live_port,CTVA,309,73.2
2/2/2026,US_live_port,FRPT,-92,70.01
2/2/2026,US_live_port,COHU,-1607,29.35
2/2/2026,US_live_port,FTK,-147,17.64
2/2/2026,US_live_port,VREX,2686,14.16
2/2/2026,US_live_port,NBIS,1711,88.16
2/2/2026,US_live_port,INN,-22165,4.42
2/2/2026,US_live_port,CHD,-413,97.34
2/2/2026,US_live_port,RJF,-932,167.34
2/2/2026,US_live_port,MSGE,35,61.94
2/2/2026,US_live_port,GLW,-2085,110.36
2/2/2026,US_live_port,IBOC,-100,71.89
2/2/2026,US_live_port,CATY,-934,52.57
2/2/2026,US_live_port,STX,478,432.95
2/2/2026,US_live_port,TRMB,8785,67.88
2/2/2026,US_live_port,MRTN,-44,13.33
2/2/2026,US_live_port,H,-728,154.9
2/2/2026,US_live_port,GNTX,10292,23.76
2/2/2026,US_live_port,BBT,-2194,29
2/2/2026,US_live_port,STZ,-3835,155.66
2/2/2026,US_live_port,RNR,147,284.5
2/2/2026,US_live_port,Z,-1916,62.52
2/2/2026,US_live_port,ARQT,13,25.57
2/2/2026,US_live_port,MMM,2741,153.43
2/2/2026,US_live_port,DD,2798,133.2901
2/2/2026,US_live_port,HTLD,-49,10.77
2/2/2026,US_live_port,SKYW,543,100.41
2/2/2026,US_live_port,KFRC,-1070,36.68
2/2/2026,US_live_port,TREX,-66,41.52
2/2/2026,US_live_port,CCS,34,62.97
2/2/2026,US_live_port,CRUS,-717,130.53
2/2/2026,US_live_port,CNC,-1996,42.8
2/2/2026,US_live_port,SFL,-612,9.01
2/2/2026,US_live_port,SPXC,1374,212.73
2/2/2026,US_live_port,PRI,-828,264.66
2/2/2026,US_live_port,FIVN,2355,17.98
2/2/2026,US_live_port,IR,2585,88.94
2/2/2026,US_live_port,ENTG,-1415,119.48
2/2/2026,US_live_port,UNH,665,285.59
2/2/2026,US_live_port,BKD,4032,15.65
2/2/2026,US_live_port,OTIS,1286,86.15
2/2/2026,US_live_port,TW,5301,102.83
2/2/2026,US_live_port,BLBD,-24,51.06
2/2/2026,US_live_port,FCPT,3259,24.5
2/2/2026,US_live_port,SMBC,-39,64.3
2/2/2026,US_live_port,CHCT,541,17.39
2/2/2026,US_live_port,AAPL,282,270.01
2/2/2026,US_live_port,LXRX,-3607,1.25
2/2/2026,US_live_port,EAF,-24,15.13
2/2/2026,US_live_port,GNL,-10409,9.33
2/2/2026,US_live_port,HP,-2822,34.25
2/2/2026,US_live_port,ROK,-286,429.15
2/2/2026,US_live_port,DINO,2422,51.86
2/2/2026,US_live_port,TDOC,-7927,5.37
2/2/2026,US_live_port,VRTX,-957,472.01
2/2/2026,US_live_port,VPG,-587,50.64
2/2/2026,US_live_port,XERS,99,7.36
2/2/2026,US_live_port,AVXL,-58,4.52
2/2/2026,US_live_port,DGII,1826,45
2/2/2026,US_live_port,CWST,3383,102.39
2/2/2026,US_live_port,BYD,2513,84.57
2/2/2026,US_live_port,VZ,3080,44.61
2/2/2026,US_live_port,CAMT,-2179,141.94
2/2/2026,US_live_port,CVLT,2221,87.35
2/2/2026,US_live_port,HPP,30258,8.67
2/2/2026,US_live_port,EWTX,6020,28.89
2/2/2026,US_live_port,PNW,-2334,91.7
2/2/2026,US_live_port,DAR,-591,47.35
2/2/2026,US_live_port,PLMR,-1267,124.22
2/2/2026,US_live_port,VERX,12503,18.7
2/2/2026,US_live_port,AMPL,-17371,9.06
2/2/2026,US_live_port,PVLA,41,79.9
2/2/2026,US_live_port,MANU,16010,17.62
2/2/2026,US_live_port,PRG,-1589,33.27
2/2/2026,US_live_port,CHCO,-75,125.24
2/2/2026,US_live_port,CUBI,-645,79.58
2/2/2026,US_live_port,BATRK,-7151,40.1
2/2/2026,US_live_port,AMRX,-4010,14.19
2/2/2026,US_live_port,CTSH,-968,82.91
2/2/2026,US_live_port,AMZN,-200,242.96
2/2/2026,US_live_port,FRME,1142,40.89
2/2/2026,US_live_port,SXI,-109,246.74
2/2/2026,US_live_port,GILD,-3515,142.89
2/2/2026,US_live_port,DG,1602,143.51
2/2/2026,US_live_port,WWW,-14556,18.19
2/2/2026,US_live_port,MUX,-154,23.45
2/2/2026,US_live_port,MAC,23306,18.72
2/2/2026,US_live_port,DUK,-4061,119.49
2/2/2026,US_live_port,ALRM,-857,48.5
2/2/2026,US_live_port,MGY,-38,24.77
2/2/2026,US_live_port,AMH,126,30.8
2/2/2026,US_live_port,TRNO,-334,61.56
2/2/2026,US_live_port,CARR,-3180,60.36
2/2/2026,US_live_port,MAT,8991,21.24
2/2/2026,US_live_port,SMP,-3198,42.3
2/2/2026,US_live_port,PDFS,-2851,31.23
2/2/2026,US_live_port,OZK,-2186,48.44
2/2/2026,US_live_port,NBTB,-2047,45.41
2/2/2026,US_live_port,SPG,-3913,191.22
2/2/2026,US_live_port,LMND,598,80.57
2/2/2026,US_live_port,VKTX,-255,29.92
2/2/2026,US_live_port,DT,1446,38.05
2/2/2026,US_live_port,WTM,-207,2056.36
2/2/2026,US_live_port,TKR,-1117,94.99
2/2/2026,US_live_port,MRSH,-22,188.25
2/2/2026,US_live_port,PG,2415,153.19
2/2/2026,US_live_port,ACM,1369,96.81
2/2/2026,US_live_port,TROW,-1128,106.65
2/2/2026,US_live_port,MS,559,185.1
2/2/2026,US_live_port,PECO,14742,36.25
2/2/2026,US_live_port,TRIP,-190,13.31
2/2/2026,US_live_port,CORT,-6,40.71
2/2/2026,US_live_port,TTWO,1660,221.81
2/2/2026,US_live_port,ADP,167,247.56
2/2/2026,US_live_port,PRSU,-217,35.12
2/2/2026,US_live_port,NXPI,-1190,231.08
2/2/2026,US_live_port,RUSHA,-925,67.04
2/2/2026,US_live_port,GLOB,-6,65.79
2/2/2026,US_live_port,ESQ,-9,110.48
2/2/2026,US_live_port,NOG,-1216,23.93
2/2/2026,US_live_port,HUBG,671,49.68
2/2/2026,US_live_port,ZETA,7865,18.68
2/2/2026,US_live_port,ZS,132,200.61
2/2/2026,US_live_port,SSNC,39,82.21
2/2/2026,US_live_port,POST,-110,101.29
2/2/2026,US_live_port,BL,1400,47.02
2/2/2026,US_live_port,BIIB,-534,179.09
2/2/2026,US_live_port,BBBY,-404,6.13
2/2/2026,US_live_port,TILE,-6218,32.21
2/2/2026,US_live_port,TFSL,-401,14.235
2/2/2026,US_live_port,CAT,-515,690.91
2/2/2026,US_live_port,KHC,-26609,23.5
2/2/2026,US_live_port,EE,-7733,36.04
2/2/2026,US_live_port,EBAY,-3721,93.78
2/2/2026,US_live_port,FIBK,-28,36.81
2/2/2026,US_live_port,GRND,-3916,11
2/2/2026,US_live_port,BILL,-1693,41.63
2/2/2026,US_live_port,CASH,-40,91.08
2/2/2026,US_live_port,PD,263,10.38
2/2/2026,US_live_port,ALHC,-5100,22.65
2/2/2026,US_live_port,CLBK,19014,8.05
2/2/2026,US_live_port,AIG,880,73.92
2/2/2026,US_live_port,BHE,-779,53.88
2/2/2026,US_live_port,ACAD,115,26.13
2/2/2026,US_live_port,PII,851,64.35
2/2/2026,US_live_port,CSIQ,2440,19.13
2/2/2026,US_live_port,ATEN,-465,17.69
2/2/2026,US_live_port,XRAY,-2659,12.21
2/2/2026,US_live_port,HGV,394,46.11
2/2/2026,US_live_port,ASTS,-1498,104.55
2/2/2026,US_live_port,DV,-11606,10.6
2/2/2026,US_live_port,GBTG,7613,6.68
2/2/2026,US_live_port,KKR,-3146,114.36
2/2/2026,US_live_port,LIVN,-565,66.76
2/2/2026,US_live_port,SRE,-510,86.22
2/2/2026,US_live_port,ORLY,4519,98.01
2/2/2026,US_live_port,AMBP,-68663,4.45
2/2/2026,US_live_port,AOSL,-282,22.36
2/2/2026,US_live_port,NGVC,-64,28.04
2/2/2026,US_live_port,PATK,-32,126.72
2/2/2026,US_live_port,INCY,-1324,102.67
2/2/2026,US_live_port,LFUS,-168,325.28
2/2/2026,US_live_port,IVT,1083,29.48
2/2/2026,US_live_port,GWW,-674,1096.18
2/2/2026,US_live_port,PRDO,707,32.64
2/2/2026,US_live_port,RGNX,3276,10.78
2/2/2026,US_live_port,CIM,68,12.33
2/2/2026,US_live_port,THRM,-663,31.9
2/2/2026,US_live_port,AAL,1717,13.69
2/2/2026,US_live_port,TXN,794,225.01
2/2/2026,US_live_port,MFA,1650,9.56
2/2/2026,US_live_port,PEBO,-522,32.59
2/2/2026,US_live_port,DOX,1956,81.01
2/2/2026,US_live_port,NJR,-2982,50.05
2/2/2026,US_live_port,SON,-2471,48.25
2/2/2026,US_live_port,GOOD,-654,11.61
2/2/2026,US_live_port,KTB,-181,61.29
2/2/2026,US_live_port,ROOT,1457,63.84
2/2/2026,US_live_port,IRON,-846,80.65
2/2/2026,US_live_port,YELP,-820,27.4
2/2/2026,US_live_port,SVRA,1155,5.52
2/2/2026,US_live_port,SWX,-664,82.08
2/2/2026,US_live_port,MAGN,2174,13.37
2/2/2026,US_live_port,GRC,-29,56.38
2/2/2026,US_live_port,NET,-1577,182.42
2/2/2026,US_live_port,VVX,75,66.25
2/2/2026,US_live_port,PSX,-1749,142.24
2/2/2026,US_live_port,CASY,-710,625.86
2/2/2026,US_live_port,NRG,1499,149.11
2/2/2026,US_live_port,IT,1585,202.4
2/2/2026,US_live_port,SIRI,-17197,20.37
2/2/2026,US_live_port,MGEE,2811,79.04
2/2/2026,US_live_port,ESNT,7405,63.69
2/2/2026,US_live_port,BAND,-31,14.09
2/2/2026,US_live_port,CCBG,-347,42.53
2/2/2026,US_live_port,AVAV,-461,269.99
2/2/2026,US_live_port,ETD,-1490,23.11
2/2/2026,US_live_port,DLB,6766,64.5
2/2/2026,US_live_port,URI,-150,778.98
2/2/2026,US_live_port,DOW,17909,28.88
2/2/2026,US_live_port,KYMR,-3434,75.62
2/2/2026,US_live_port,BAH,-4724,87.5
2/2/2026,US_live_port,CGNX,1200,39.76
2/2/2026,US_live_port,NYT,1703,73.7
2/2/2026,US_live_port,RDN,2840,32.9
2/2/2026,US_live_port,FBNC,-4563,58.68
2/2/2026,US_live_port,FOUR,-683,58.5
2/2/2026,US_live_port,BJ,3509,92.3
2/2/2026,US_live_port,OBK,-888,44.18
2/2/2026,US_live_port,ARCB,697,99.75
2/2/2026,US_live_port,AEP,1302,118.33
2/2/2026,US_live_port,CMG,-70,38.51
2/2/2026,US_live_port,COLL,-4920,47.11
2/2/2026,US_live_port,KEY,16332,22
2/2/2026,US_live_port,THG,351,174.5
2/2/2026,US_live_port,PK,-37274,10.94
2/2/2026,US_live_port,CALM,-3515,83.91
2/2/2026,US_live_port,MCHP,3890,78.08
2/2/2026,US_live_port,GBCI,-154,50.71
2/2/2026,US_live_port,APOG,1804,37.66
2/2/2026,US_live_port,SNEX,-1019,50.5778
2/2/2026,US_live_port,SLB,-2865,48.05
2/2/2026,US_live_port,ASTE,252,50.85
2/2/2026,US_live_port,WASH,1899,35.26
2/2/2026,US_live_port,WAFD,-2352,33.07
2/2/2026,US_live_port,KO,575,75.33
2/2/2026,US_live_port,AMD,-19,246.27
2/2/2026,US_live_port,GAP,14300,28.67
2/2/2026,US_live_port,CAH,3292,218.93
2/2/2026,US_live_port,GNRC,775,170.96
2/2/2026,US_live_port,NAVI,-26826,9.98
2/2/2026,US_live_port,SRCE,-120,68.47
2/2/2026,US_live_port,AVNT,2593,36.55
2/2/2026,US_live_port,U,2752,28.81
2/2/2026,US_live_port,ZBRA,-1985,242.01
2/2/2026,US_live_port,UCTT,-3484,46.065
2/2/2026,US_live_port,CPRX,-4123,25
2/2/2026,US_live_port,CVBF,-1499,20.115
2/2/2026,US_live_port,WKC,1445,27.09
2/2/2026,US_live_port,GTM,98,7.81
2/2/2026,US_live_port,MBUU,-71,32.83
2/2/2026,US_live_port,CNH,6407,10.96
2/2/2026,US_live_port,SAH,746,60.44
2/2/2026,US_live_port,SLDB,10520,6.43
2/2/2026,US_live_port,ARDX,112,7.79
2/2/2026,US_live_port,ACMR,8,61.12
2/2/2026,US_live_port,LMB,-122,85.93
2/2/2026,US_live_port,TFX,21,103.36
2/2/2026,US_live_port,SANM,199,150.47
2/2/2026,US_live_port,AVT,-3822,63.31
2/2/2026,US_live_port,C,2723,116.23
2/2/2026,US_live_port,KDP,1324,27.47
2/2/2026,US_live_port,HUN,228,11.48
2/2/2026,US_live_port,RKLB,-244,74.15
2/2/2026,US_live_port,NSA,-6286,31.71
2/2/2026,US_live_port,SMBK,-577,41.88
2/2/2026,US_live_port,MATV,5305,12.55
2/2/2026,US_live_port,RWT,34958,5.44
2/2/2026,US_live_port,JNJ,1355,230.75
2/2/2026,US_live_port,DAKT,-3685,23.56
2/2/2026,US_live_port,RCL,-1030,334.05
2/2/2026,US_live_port,CRNX,-1557,49.35
2/2/2026,US_live_port,AMGN,584,344.68
2/2/2026,US_live_port,POOL,-2347,253.6
2/2/2026,US_live_port,ZBH,7291,86.22
2/2/2026,US_live_port,MCW,6457,5.61
2/2/2026,US_live_port,HL,4618,21.55
2/2/2026,US_live_port,PAX,140,14.94
2/2/2026,US_live_port,DUOL,-404,131.93
2/2/2026,US_live_port,CARS,24380,11.4
2/2/2026,US_live_port,FWONK,6981,85.5
2/2/2026,US_live_port,REYN,-6135,23.11
2/2/2026,US_live_port,SCI,2974,80.58
2/2/2026,US_live_port,ATI,1425,121.77
2/2/2026,US_live_port,RRC,8597,35.41
2/2/2026,US_live_port,CMPR,-1494,80.54
2/2/2026,US_live_port,AORT,66,41.23
2/2/2026,US_live_port,GLPI,5437,44.37
2/2/2026,US_live_port,CVLG,3000,27.09
2/2/2026,US_live_port,FBP,19428,22.49
2/2/2026,US_live_port,CMI,718,595.13
2/2/2026,US_live_port,SWBI,6205,11.12
2/2/2026,US_live_port,AGCO,-1875,114.67
2/2/2026,US_live_port,MKSI,597,233.57
2/2/2026,US_live_port,TRST,961,44.65
2/2/2026,US_live_port,FTI,-7009,56.45
2/2/2026,US_live_port,VSTM,4805,6.25
2/2/2026,US_live_port,TGLS,10991,48.4
2/2/2026,US_live_port,CTAS,2821,190.91
2/2/2026,US_live_port,HZO,2129,30
2/2/2026,US_live_port,SIBN,1769,16.37
2/2/2026,US_live_port,MAA,1531,132.31
2/2/2026,US_live_port,PDM,70,8.39
2/2/2026,US_live_port,SAIC,8,100.88
2/2/2026,US_live_port,RILY,-623,8.27
2/2/2026,US_live_port,NVT,-27,115.79
2/2/2026,US_live_port,CMS,1740,70.55
2/2/2026,US_live_port,CRI,780,36.39
2/2/2026,US_live_port,AMP,1301,532.18
2/2/2026,US_live_port,MSCI,-641,624.75
2/2/2026,US_live_port,NAT,-370,4.18
2/2/2026,US_live_port,KD,2726,23.31
2/2/2026,US_live_port,HOG,3756,19.56
2/2/2026,US_live_port,MORN,1213,198.29
2/2/2026,US_live_port,IRWD,6598,4.94
2/2/2026,US_live_port,APG,-10623,42.21
2/2/2026,US_live_port,HASI,-6218,34.44
2/2/2026,US_live_port,ADEA,76,18.79
2/2/2026,US_live_port,DGICA,50,18.94
2/2/2026,US_live_port,NABL,-8848,6.01
2/2/2026,US_live_port,DOCU,6833,52
2/2/2026,US_live_port,BIO,574,297.43
2/2/2026,US_live_port,NMRK,16213,17.36
2/2/2026,US_live_port,MBIN,3211,42.64
2/2/2026,US_live_port,MDT,1298,102.71
2/2/2026,US_live_port,NFBK,45,13.79
2/2/2026,US_live_port,OCFC,55,19.01
2/2/2026,US_live_port,PRLB,-513,53.45
2/2/2026,US_live_port,LECO,635,267.62
2/2/2026,US_live_port,AVY,1678,187.09
2/2/2026,US_live_port,CSW,-114,260.27
2/2/2026,US_live_port,FRSH,6144,10.66
2/2/2026,US_live_port,OLED,-272,118.14
2/2/2026,US_live_port,JBLU,13186,5.27
2/2/2026,US_live_port,DVN,4310,40.14
2/2/2026,US_live_port,DORM,-43,126.59
2/2/2026,US_live_port,TRMK,1276,43.01
2/2/2026,US_live_port,CPK,511,127.47
2/2/2026,US_live_port,TPC,1713,80.11
2/2/2026,US_live_port,SYY,1220,82.86
2/2/2026,US_live_port,OPY,2642,89.07
2/2/2026,US_live_port,FE,-13913,46.99
2/2/2026,US_live_port,BRKR,4283,43.75
2/2/2026,US_live_port,MARA,-1328,9.12
2/2/2026,US_live_port,UEC,-10911,16.32
2/2/2026,US_live_port,HXL,-319,81.59
2/2/2026,US_live_port,ASTH,886,22.32
2/2/2026,US_live_port,CAAP,1440,29.49
2/2/2026,US_live_port,CCRN,15764,9.23
2/2/2026,US_live_port,CRL,-2037,213.22
2/2/2026,US_live_port,CDE,10794,20.32
2/2/2026,US_live_port,PPC,2842,43.69
2/2/2026,US_live_port,ABBV,1849,225.64
2/2/2026,US_live_port,AZO,58,3722.41
2/2/2026,US_live_port,NUE,1650,180.96
2/2/2026,US_live_port,CNO,455,42.8
2/2/2026,US_live_port,ACT,-1838,40.45
2/2/2026,US_live_port,UTI,-438,28.99
2/2/2026,US_live_port,CBRL,-94,31.35
2/2/2026,US_live_port,GPRE,9155,11.64
2/2/2026,US_live_port,CFG,4104,64.86
2/2/2026,US_live_port,ABNB,-3516,131.31
2/2/2026,US_live_port,EVTC,-1381,30.21
2/2/2026,US_live_port,PENG,13978,19.8
2/2/2026,US_live_port,MYGN,-3138,5.47
2/2/2026,US_live_port,NUS,10790,10.53
2/2/2026,US_live_port,HPQ,30948,19.81
