ticker,shares_difference
WNC,-3292
WOR,-165
WPC,605
WRB,-3469
WRBY,-429
WRLD,309
WSBC,-1055
WSC,9387
WSFS,869
WSM,-901
WSO,42
WST,-202
WT,6172
WTFC,583
WTM,12
WTS,890
WTTR,2322
WTW,551
WU,2485
WULF,1259
WVE,643
WWD,203
WWW,-17262
WY,-478
WYNN,-122
XEL,468
XENE,1649
XERS,-5463
XHR,-470
XMTR,-656
XNCR,-1426
XOM,-552
XP,-7163
XPO,-326
XPRO,1737
XRAY,639
XYL,1302
XYZ,333
YELP,1173
YETI,-2321
YORW,109
YOU,167
YUM,-2810
YUMC,-1579
Z,-961
ZBH,109
ZBRA,-1016
ZD,481
ZETA,399
ZION,615
ZM,-1141
ZS,272
ZTS,612
ZUMZ,-2168
ZWS,-1226
ZYME,-15
