ticker,shares_difference
WEC,1258
WELL,267
WEN,17762
WERN,-6904
WEX,243
WFC,848
WFRD,357
WGO,73
WGS,-2292
WH,-2124
WHD,497
WHR,23
WINA,7
WING,34
WIX,-1
WK,438
WKC,3406
WLDN,979
WLFC,-171
WLK,364
WLY,375
WM,660
WMB,-3477
WMG,1034
WMK,-248
WMS,539
WMT,95
WNC,857
WOR,-2989
WPC,154
WRB,-3186
WRBY,3499
WRLD,-281
WSBC,1823
WSC,-700
WSFS,407
WSM,-462
WSO,-29
WST,803
WT,-1085
WTFC,127
WTM,143
WTS,346
WTTR,-1371
WTW,1130
WU,-3772
WULF,3441
WVE,-1426
WWD,841
WWW,-29
WY,-13538
WYNN,1130
XEL,-2685
XENE,1565
XERS,2760
XHR,-434
XMTR,1224
XNCR,3583
XOM,1041
XP,3525
XPO,131
XPRO,-140
XRAY,-203
XYL,-1649
XYZ,-1411
YELP,-85
YETI,1917
YORW,-35
YOU,264
YUM,955
YUMC,920
Z,1357
ZBH,-125
ZBRA,2054
ZD,793
ZETA,959
ZION,5329
ZM,-951
ZS,275
ZTS,-977
ZUMZ,4298
ZWS,2659
ZYME,-25
