ticker,shares_difference
WGO,-507
WGS,-152
WH,-660
WHD,7
WHR,-1896
WINA,-105
WING,-200
WIX,-3135
WK,56
WKC,1710
WLDN,-466
WLFC,-10
WLK,1977
WLY,4625
WM,-1107
WMB,3253
WMG,341
WMK,-12
WMS,-518
WMT,657
WNC,-1496
WOR,-218
WPC,4562
WRB,-88
WRBY,-1867
WRLD,229
WSBC,-1212
WSC,6162
WSFS,641
WSM,-400
WSO,860
WST,-883
WT,-14635
WTFC,2896
WTM,-208
WTS,-833
WTTR,1009
WTW,156
WU,21059
WULF,-2461
WVE,-303
WWD,826
WWW,-1301
WY,-50
WYNN,524
XEL,3386
XENE,-3534
XERS,-66
XHR,-90
XMTR,-671
XNCR,-757
XOM,2260
XP,-17988
XPO,-132
XPRO,-1841
XRAY,112
XYL,1181
XYZ,-2150
YELP,217
YETI,-4042
YORW,31
YOU,-574
YUM,-597
YUMC,-3426
Z,-602
ZBH,1667
ZBRA,-1139
ZD,-4551
ZETA,-2806
ZION,19
ZM,34
ZS,-83
ZTS,44
ZUMZ,3672
ZWS,-10016
ZYME,-13
